NPC:1 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:1440, Amount:1, Rarity:UNCOMMON>
<id:1965, Amount:1, Rarity:UNCOMMON>
<id:313, Amount:1, Rarity:UNCOMMON>
<id:436, Amount:1, Rarity:UNCOMMON>
<id:438, Amount:1, Rarity:UNCOMMON>
<id:562, Amount:2, Rarity:RARE>
<id:559, Amount:7, Rarity:RARE>
<id:215, Amount:1, Rarity:RARE>
<id:217, Amount:1, Rarity:RARE>
<id:2485, Amount:1, Rarity:RARE>
<id:1381, Amount:1, Rarity:RARE>
<id:526, Amount:1, Rarity:VERY_RARE>
}

NPC:4 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:19830, Amount:1, Rarity:COMMON>
<id:877, Amount:7, Rarity:COMMON>
<id:199, Amount:1, Rarity:COMMON>
<id:995, Amount:1, Rarity:COMMON>
<id:882, Amount:2-7, Rarity:UNCOMMON>
<id:1203, Amount:1, Rarity:UNCOMMON>
<id:555, Amount:7, Rarity:UNCOMMON>
<id:557, Amount:4, Rarity:UNCOMMON>
<id:554, Amount:6, Rarity:UNCOMMON>
<id:558, Amount:9, Rarity:UNCOMMON>
<id:201, Amount:1, Rarity:UNCOMMON>
<id:203, Amount:1, Rarity:UNCOMMON>
<id:205, Amount:1, Rarity:UNCOMMON>
<id:207, Amount:1, Rarity:UNCOMMON>
<id:213, Amount:1, Rarity:UNCOMMON>
<id:209, Amount:1, Rarity:UNCOMMON>
<id:211, Amount:1, Rarity:UNCOMMON>
<id:1965, Amount:1, Rarity:UNCOMMON>
<id:313, Amount:1, Rarity:UNCOMMON>
<id:436, Amount:1, Rarity:UNCOMMON>
<id:438, Amount:1, Rarity:UNCOMMON>
<id:1438, Amount:1, Rarity:UNCOMMON>
<id:1440, Amount:1, Rarity:UNCOMMON>
<id:1381, Amount:1, Rarity:RARE>
<id:562, Amount:2, Rarity:RARE>
<id:559, Amount:7, Rarity:RARE>
<id:215, Amount:1, Rarity:RARE>
<id:217, Amount:1, Rarity:RARE>
<id:2485, Amount:1, Rarity:RARE>
}

NPC:5 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:19830, Amount:1, Rarity:COMMON>
<id:877, Amount:7, Rarity:COMMON>
<id:199, Amount:1, Rarity:COMMON>
<id:995, Amount:1, Rarity:COMMON>
<id:882, Amount:2-7, Rarity:UNCOMMON>
<id:1203, Amount:1, Rarity:UNCOMMON>
<id:555, Amount:7, Rarity:UNCOMMON>
<id:557, Amount:4, Rarity:UNCOMMON>
<id:554, Amount:6, Rarity:UNCOMMON>
<id:558, Amount:9, Rarity:UNCOMMON>
<id:201, Amount:1, Rarity:UNCOMMON>
<id:203, Amount:1, Rarity:UNCOMMON>
<id:205, Amount:1, Rarity:UNCOMMON>
<id:207, Amount:1, Rarity:UNCOMMON>
<id:213, Amount:1, Rarity:UNCOMMON>
<id:209, Amount:1, Rarity:UNCOMMON>
<id:211, Amount:1, Rarity:UNCOMMON>
<id:1965, Amount:1, Rarity:UNCOMMON>
<id:313, Amount:1, Rarity:UNCOMMON>
<id:436, Amount:1, Rarity:UNCOMMON>
<id:438, Amount:1, Rarity:UNCOMMON>
<id:1438, Amount:1, Rarity:UNCOMMON>
<id:1440, Amount:1, Rarity:UNCOMMON>
<id:1381, Amount:1, Rarity:RARE>
<id:562, Amount:2, Rarity:RARE>
<id:559, Amount:7, Rarity:RARE>
<id:215, Amount:1, Rarity:RARE>
<id:217, Amount:1, Rarity:RARE>
<id:2485, Amount:1, Rarity:RARE>
}

NPC:6 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:19830, Amount:1, Rarity:COMMON>
<id:877, Amount:7, Rarity:COMMON>
<id:199, Amount:1, Rarity:COMMON>
<id:995, Amount:1, Rarity:COMMON>
<id:882, Amount:2-7, Rarity:UNCOMMON>
<id:1203, Amount:1, Rarity:UNCOMMON>
<id:555, Amount:7, Rarity:UNCOMMON>
<id:557, Amount:4, Rarity:UNCOMMON>
<id:554, Amount:6, Rarity:UNCOMMON>
<id:558, Amount:9, Rarity:UNCOMMON>
<id:201, Amount:1, Rarity:UNCOMMON>
<id:203, Amount:1, Rarity:UNCOMMON>
<id:205, Amount:1, Rarity:UNCOMMON>
<id:207, Amount:1, Rarity:UNCOMMON>
<id:213, Amount:1, Rarity:UNCOMMON>
<id:209, Amount:1, Rarity:UNCOMMON>
<id:211, Amount:1, Rarity:UNCOMMON>
<id:1965, Amount:1, Rarity:UNCOMMON>
<id:313, Amount:1, Rarity:UNCOMMON>
<id:436, Amount:1, Rarity:UNCOMMON>
<id:438, Amount:1, Rarity:UNCOMMON>
<id:1438, Amount:1, Rarity:UNCOMMON>
<id:1440, Amount:1, Rarity:UNCOMMON>
<id:1381, Amount:1, Rarity:RARE>
<id:562, Amount:2, Rarity:RARE>
<id:559, Amount:7, Rarity:RARE>
<id:215, Amount:1, Rarity:RARE>
<id:217, Amount:1, Rarity:RARE>
<id:2485, Amount:1, Rarity:RARE>
}

NPC:7 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:5323, Amount:1, Rarity:COMMON>
<id:995, Amount:3, Rarity:COMMON>
<id:995, Amount:20, Rarity:COMMON>
<id:5318, Amount:1, Rarity:COMMON>
<id:5345, Amount:1, Rarity:RARE>
<id:5331, Amount:1, Rarity:RARE>
<id:207, Amount:1, Rarity:RARE>
<id:213, Amount:1, Rarity:RARE>
<id:211, Amount:1, Rarity:RARE>
<id:5313, Amount:1, Rarity:RARE>
<id:5283, Amount:1, Rarity:RARE>
<id:5341, Amount:1, Rarity:VERY_RARE>
<id:5329, Amount:1, Rarity:VERY_RARE>
<id:5324, Amount:1, Rarity:VERY_RARE>
<id:5318, Amount:1, Rarity:VERY_RARE>
<id:5322, Amount:1, Rarity:VERY_RARE>
<id:5321, Amount:1, Rarity:VERY_RARE>
<id:12148, Amount:1, Rarity:VERY_RARE>
<id:1965, Amount:1, Rarity:VERY_RARE>
<id:313, Amount:1, Rarity:VERY_RARE>
<id:562, Amount:2, Rarity:VERY_RARE>
<id:556, Amount:2, Rarity:VERY_RARE>
<id:554, Amount:6, Rarity:VERY_RARE>
<id:558, Amount:9, Rarity:VERY_RARE>
<id:1440, Amount:1, Rarity:VERY_RARE>
<id:882, Amount:7, Rarity:VERY_RARE>
<id:877, Amount:3-7, Rarity:VERY_RARE>
<id:526, Amount:1, Rarity:VERY_RARE>
<id:1203, Amount:1, Rarity:VERY_RARE>
<id:436, Amount:1, Rarity:VERY_RARE>
<id:5320, Amount:1, Rarity:VERY_RARE>
<id:217, Amount:1, Rarity:VERY_RARE>
<id:5319, Amount:1, Rarity:VERY_RARE>
<id:5291, Amount:1, Rarity:VERY_RARE>
<id:5292, Amount:1, Rarity:VERY_RARE>
<id:5293, Amount:1, Rarity:VERY_RARE>
<id:5319, Amount:1, Rarity:VERY_RARE>
<id:5324, Amount:1, Rarity:VERY_RARE>
<id:5096, Amount:1, Rarity:VERY_RARE>
<id:5098, Amount:1, Rarity:VERY_RARE>
<id:5305, Amount:1, Rarity:VERY_RARE>
<id:5307, Amount:1, Rarity:VERY_RARE>
<id:5308, Amount:1, Rarity:VERY_RARE>
<id:5101, Amount:1, Rarity:VERY_RARE>
<id:5102, Amount:1, Rarity:VERY_RARE>
}

NPC:8 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:1440, Amount:1, Rarity:COMMON>
<id:882, Amount:1, Rarity:UNCOMMON>
<id:877, Amount:2-11, Rarity:UNCOMMON>
<id:19830, Amount:1, Rarity:UNCOMMON>
<id:1381, Amount:1, Rarity:UNCOMMON>
<id:863, Amount:1, Rarity:UNCOMMON>
<id:995, Amount:3-25, Rarity:UNCOMMON>
<id:203, Amount:1, Rarity:RARE>
<id:201, Amount:1, Rarity:RARE>
<id:199, Amount:1, Rarity:RARE>
<id:436, Amount:1, Rarity:RARE>
<id:213, Amount:1, Rarity:VERY_RARE>
<id:211, Amount:1, Rarity:VERY_RARE>
<id:207, Amount:1, Rarity:VERY_RARE>
<id:209, Amount:1, Rarity:VERY_RARE>
<id:217, Amount:1, Rarity:VERY_RARE>
<id:2485, Amount:1, Rarity:VERY_RARE>
<id:562, Amount:1, Rarity:VERY_RARE>
<id:557, Amount:1, Rarity:VERY_RARE>
<id:554, Amount:1, Rarity:VERY_RARE>
<id:558, Amount:1, Rarity:VERY_RARE>
}

NPC:9 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:5318, Amount:4, Rarity:COMMON>
<id:5319, Amount:4, Rarity:COMMON>
<id:556, Amount:6, Rarity:COMMON>
<id:557, Amount:3-6, Rarity:COMMON>
<id:554, Amount:2, Rarity:COMMON>
<id:1446, Amount:1, Rarity:COMMON>
<id:1203, Amount:1, Rarity:COMMON>
<id:884, Amount:1-2, Rarity:COMMON>
<id:9140, Amount:2, Rarity:COMMON>
<id:995, Amount:1-4, Rarity:COMMON>
<id:1987, Amount:3, Rarity:COMMON>
<id:5324, Amount:4, Rarity:UNCOMMON>
<id:5322, Amount:3-4, Rarity:UNCOMMON>
<id:1458, Amount:1, Rarity:UNCOMMON>
<id:882, Amount:1-5, Rarity:UNCOMMON>
<id:886, Amount:1-11, Rarity:UNCOMMON>
<id:2347, Amount:1, Rarity:UNCOMMON>
<id:5320, Amount:3, Rarity:RARE>
<id:5323, Amount:1-3, Rarity:RARE>
<id:5321, Amount:2-3, Rarity:RARE>
<id:565, Amount:1-2, Rarity:RARE>
<id:561, Amount:1, Rarity:RARE>
<id:562, Amount:1, Rarity:RARE>
<id:1339, Amount:1, Rarity:RARE>
<id:440, Amount:1, Rarity:RARE>
<id:1115, Amount:1, Rarity:RARE>
<id:2353, Amount:1, Rarity:RARE>
<id:2434, Amount:1, Rarity:RARE>
<id:173, Amount:1, Rarity:RARE>
<id:199, Amount:1, Rarity:VERY_RARE>
<id:526, Amount:1-4, Rarity:VERY_RARE>
}

NPC:13 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:556, Amount:5-12, Rarity:COMMON>
<id:554, Amount:5-12, Rarity:COMMON>
<id:555, Amount:5-12, Rarity:COMMON>
<id:557, Amount:5-12, Rarity:COMMON>
<id:559, Amount:5-12, Rarity:COMMON>
<id:558, Amount:5-12, Rarity:COMMON>
<id:1379, Amount:1, Rarity:COMMON>
<id:995, Amount:1, Rarity:COMMON>
<id:1448, Amount:1, Rarity:COMMON>
<id:1444, Amount:1, Rarity:UNCOMMON>
<id:562, Amount:2-10, Rarity:RARE>
<id:561, Amount:2, Rarity:RARE>
<id:563, Amount:2, Rarity:RARE>
<id:565, Amount:2, Rarity:RARE>
<id:579, Amount:1, Rarity:RARE>
<id:526, Amount:1, Rarity:RARE>
}

NPC:15 {
<id:526, Amount:1, Rarity:ALWAYS>
}

NPC:16 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:199, Amount:1, Rarity:COMMON>
<id:19830, Amount:1, Rarity:COMMON>
<id:877, Amount:2, Rarity:COMMON>
<id:995, Amount:1, Rarity:COMMON>
<id:555, Amount:7, Rarity:UNCOMMON>
<id:557, Amount:4, Rarity:UNCOMMON>
<id:554, Amount:6, Rarity:UNCOMMON>
<id:558, Amount:9, Rarity:UNCOMMON>
<id:201, Amount:1, Rarity:UNCOMMON>
<id:203, Amount:1, Rarity:UNCOMMON>
<id:205, Amount:1, Rarity:UNCOMMON>
<id:207, Amount:1, Rarity:UNCOMMON>
<id:213, Amount:1, Rarity:UNCOMMON>
<id:209, Amount:1, Rarity:UNCOMMON>
<id:211, Amount:1, Rarity:UNCOMMON>
<id:882, Amount:7, Rarity:UNCOMMON>
<id:1203, Amount:1, Rarity:UNCOMMON>
<id:1438, Amount:1, Rarity:UNCOMMON>
<id:1440, Amount:1, Rarity:UNCOMMON>
<id:1965, Amount:1, Rarity:UNCOMMON>
<id:313, Amount:1, Rarity:UNCOMMON>
<id:436, Amount:1, Rarity:UNCOMMON>
<id:438, Amount:1, Rarity:UNCOMMON>
<id:562, Amount:2, Rarity:RARE>
<id:559, Amount:7, Rarity:RARE>
<id:215, Amount:1, Rarity:RARE>
<id:217, Amount:1, Rarity:RARE>
<id:2485, Amount:1, Rarity:RARE>
<id:1381, Amount:1, Rarity:RARE>
<id:526, Amount:1, Rarity:VERY_RARE>
}

NPC:18 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:995, Amount:3, Rarity:ALWAYS>
<id:558, Amount:9, Rarity:COMMON>
<id:554, Amount:6, Rarity:COMMON>
<id:557, Amount:4, Rarity:COMMON>
<id:526, Amount:1, Rarity:COMMON>
<id:882, Amount:7, Rarity:COMMON>
<id:877, Amount:1-7, Rarity:COMMON>
<id:199, Amount:1, Rarity:COMMON>
<id:201, Amount:1, Rarity:COMMON>
<id:313, Amount:1, Rarity:COMMON>
<id:556, Amount:1, Rarity:UNCOMMON>
<id:1203, Amount:1, Rarity:UNCOMMON>
<id:526, Amount:1, Rarity:UNCOMMON>
<id:1381, Amount:1, Rarity:UNCOMMON>
<id:19830, Amount:1, Rarity:UNCOMMON>
<id:203, Amount:1, Rarity:UNCOMMON>
<id:205, Amount:1, Rarity:UNCOMMON>
<id:207, Amount:1, Rarity:UNCOMMON>
<id:209, Amount:1, Rarity:UNCOMMON>
<id:211, Amount:1, Rarity:UNCOMMON>
<id:213, Amount:1, Rarity:UNCOMMON>
<id:215, Amount:1, Rarity:UNCOMMON>
<id:2485, Amount:1, Rarity:UNCOMMON>
<id:217, Amount:1, Rarity:UNCOMMON>
<id:436, Amount:1, Rarity:UNCOMMON>
<id:1965, Amount:1, Rarity:UNCOMMON>
<id:1440, Amount:1, Rarity:UNCOMMON>
<id:562, Amount:2, Rarity:RARE>
<id:563, Amount:1, Rarity:VERY_RARE>
}

NPC:19 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:555, Amount:20, Rarity:COMMON>
<id:559, Amount:9, Rarity:COMMON>
<id:558, Amount:5-12, Rarity:COMMON>
<id:1293, Amount:1, Rarity:COMMON>
<id:1281, Amount:1, Rarity:COMMON>
<id:888, Amount:5-9, Rarity:COMMON>
<id:526, Amount:1, Rarity:COMMON>
<id:5318, Amount:4, Rarity:COMMON>
<id:5322, Amount:3, Rarity:COMMON>
<id:5324, Amount:4, Rarity:COMMON>
<id:5319, Amount:4, Rarity:COMMON>
<id:995, Amount:1-2, Rarity:COMMON>
<id:2351, Amount:1, Rarity:COMMON>
<id:562, Amount:2-12, Rarity:UNCOMMON>
<id:561, Amount:4-12, Rarity:UNCOMMON>
<id:890, Amount:2-7, Rarity:UNCOMMON>
<id:199, Amount:1, Rarity:UNCOMMON>
<id:201, Amount:1, Rarity:UNCOMMON>
<id:203, Amount:1, Rarity:UNCOMMON>
<id:205, Amount:1, Rarity:UNCOMMON>
<id:207, Amount:1, Rarity:UNCOMMON>
<id:5320, Amount:3, Rarity:UNCOMMON>
<id:5321, Amount:2, Rarity:UNCOMMON>
<id:2335, Amount:1, Rarity:UNCOMMON>
<id:440, Amount:1, Rarity:UNCOMMON>
<id:563, Amount:2-12, Rarity:RARE>
<id:565, Amount:2-12, Rarity:RARE>
<id:209, Amount:1, Rarity:RARE>
<id:211, Amount:1, Rarity:RARE>
<id:213, Amount:1, Rarity:RARE>
<id:215, Amount:1, Rarity:RARE>
<id:2485, Amount:1, Rarity:RARE>
<id:217, Amount:1, Rarity:RARE>
<id:5323, Amount:2, Rarity:RARE>
<id:1933, Amount:1, Rarity:RARE>
}

NPC:20 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:201, Amount:1, Rarity:COMMON>
<id:199, Amount:1, Rarity:COMMON>
<id:1281, Amount:1, Rarity:COMMON>
<id:555, Amount:30, Rarity:COMMON>
<id:995, Amount:2-120, Rarity:COMMON>
<id:2351, Amount:1, Rarity:COMMON>
<id:205, Amount:1, Rarity:UNCOMMON>
<id:203, Amount:1, Rarity:UNCOMMON>
<id:1295, Amount:1, Rarity:UNCOMMON>
<id:1157, Amount:1, Rarity:UNCOMMON>
<id:2359, Amount:1, Rarity:UNCOMMON>
<id:2353, Amount:1, Rarity:UNCOMMON>
<id:1458, Amount:1, Rarity:UNCOMMON>
<id:217, Amount:1, Rarity:RARE>
<id:209, Amount:1, Rarity:RARE>
<id:207, Amount:1, Rarity:RARE>
<id:565, Amount:1, Rarity:RARE>
<id:2485, Amount:1, Rarity:VERY_RARE>
<id:215, Amount:1, Rarity:VERY_RARE>
<id:213, Amount:1, Rarity:VERY_RARE>
<id:211, Amount:1, Rarity:VERY_RARE>
}

NPC:21 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:995, Amount:200, Rarity:COMMON>
<id:560, Amount:2, Rarity:COMMON>
<id:565, Amount:1, Rarity:UNCOMMON>
<id:444, Amount:1, Rarity:UNCOMMON>
<id:1993, Amount:1, Rarity:UNCOMMON>
<id:569, Amount:1, Rarity:RARE>
<id:1601, Amount:1, Rarity:RARE>
}

NPC:23 {
<id:526, Amount:1, Rarity:ALWAYS>
}

NPC:24 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:199, Amount:1, Rarity:COMMON>
<id:19830, Amount:1, Rarity:COMMON>
<id:877, Amount:2, Rarity:COMMON>
<id:995, Amount:1, Rarity:COMMON>
<id:555, Amount:7, Rarity:UNCOMMON>
<id:557, Amount:4, Rarity:UNCOMMON>
<id:554, Amount:6, Rarity:UNCOMMON>
<id:558, Amount:9, Rarity:UNCOMMON>
<id:201, Amount:1, Rarity:UNCOMMON>
<id:203, Amount:1, Rarity:UNCOMMON>
<id:205, Amount:1, Rarity:UNCOMMON>
<id:207, Amount:1, Rarity:UNCOMMON>
<id:213, Amount:1, Rarity:UNCOMMON>
<id:209, Amount:1, Rarity:UNCOMMON>
<id:211, Amount:1, Rarity:UNCOMMON>
<id:882, Amount:7, Rarity:UNCOMMON>
<id:1203, Amount:1, Rarity:UNCOMMON>
<id:1438, Amount:1, Rarity:UNCOMMON>
<id:1440, Amount:1, Rarity:UNCOMMON>
<id:1965, Amount:1, Rarity:UNCOMMON>
<id:313, Amount:1, Rarity:UNCOMMON>
<id:436, Amount:1, Rarity:UNCOMMON>
<id:438, Amount:1, Rarity:UNCOMMON>
<id:562, Amount:2, Rarity:RARE>
<id:559, Amount:7, Rarity:RARE>
<id:215, Amount:1, Rarity:RARE>
<id:217, Amount:1, Rarity:RARE>
<id:2485, Amount:1, Rarity:RARE>
<id:1381, Amount:1, Rarity:RARE>
<id:526, Amount:1, Rarity:VERY_RARE>
}

NPC:25 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:19830, Amount:1, Rarity:COMMON>
<id:877, Amount:7, Rarity:COMMON>
<id:199, Amount:1, Rarity:COMMON>
<id:995, Amount:1, Rarity:COMMON>
<id:882, Amount:2-7, Rarity:UNCOMMON>
<id:1203, Amount:1, Rarity:UNCOMMON>
<id:555, Amount:7, Rarity:UNCOMMON>
<id:557, Amount:4, Rarity:UNCOMMON>
<id:554, Amount:6, Rarity:UNCOMMON>
<id:558, Amount:9, Rarity:UNCOMMON>
<id:201, Amount:1, Rarity:UNCOMMON>
<id:203, Amount:1, Rarity:UNCOMMON>
<id:205, Amount:1, Rarity:UNCOMMON>
<id:207, Amount:1, Rarity:UNCOMMON>
<id:213, Amount:1, Rarity:UNCOMMON>
<id:209, Amount:1, Rarity:UNCOMMON>
<id:211, Amount:1, Rarity:UNCOMMON>
<id:1965, Amount:1, Rarity:UNCOMMON>
<id:313, Amount:1, Rarity:UNCOMMON>
<id:436, Amount:1, Rarity:UNCOMMON>
<id:438, Amount:1, Rarity:UNCOMMON>
<id:1438, Amount:1, Rarity:UNCOMMON>
<id:1440, Amount:1, Rarity:UNCOMMON>
<id:1381, Amount:1, Rarity:RARE>
<id:562, Amount:2, Rarity:RARE>
<id:559, Amount:7, Rarity:RARE>
<id:215, Amount:1, Rarity:RARE>
<id:217, Amount:1, Rarity:RARE>
<id:2485, Amount:1, Rarity:RARE>
}

NPC:26 {
<id:526, Amount:1, Rarity:ALWAYS>
}

NPC:32 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:5318, Amount:4, Rarity:COMMON>
<id:5319, Amount:4, Rarity:COMMON>
<id:556, Amount:6, Rarity:COMMON>
<id:557, Amount:3-6, Rarity:COMMON>
<id:554, Amount:2, Rarity:COMMON>
<id:1446, Amount:1, Rarity:COMMON>
<id:1203, Amount:1, Rarity:COMMON>
<id:884, Amount:1-2, Rarity:COMMON>
<id:9140, Amount:2, Rarity:COMMON>
<id:995, Amount:1-4, Rarity:COMMON>
<id:1987, Amount:3, Rarity:COMMON>
<id:5324, Amount:4, Rarity:UNCOMMON>
<id:5322, Amount:3-4, Rarity:UNCOMMON>
<id:1458, Amount:1, Rarity:UNCOMMON>
<id:882, Amount:1-5, Rarity:UNCOMMON>
<id:886, Amount:1-11, Rarity:UNCOMMON>
<id:2347, Amount:1, Rarity:UNCOMMON>
<id:5320, Amount:3, Rarity:RARE>
<id:5323, Amount:1-3, Rarity:RARE>
<id:5321, Amount:2-3, Rarity:RARE>
<id:565, Amount:1-2, Rarity:RARE>
<id:561, Amount:1, Rarity:RARE>
<id:562, Amount:1, Rarity:RARE>
<id:1339, Amount:1, Rarity:RARE>
<id:440, Amount:1, Rarity:RARE>
<id:1115, Amount:1, Rarity:RARE>
<id:2353, Amount:1, Rarity:RARE>
<id:2434, Amount:1, Rarity:RARE>
<id:173, Amount:1, Rarity:RARE>
<id:199, Amount:1, Rarity:VERY_RARE>
<id:526, Amount:1-4, Rarity:VERY_RARE>
}

NPC:38 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:995, Amount:10, Rarity:COMMON>
}

NPC:39 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:995, Amount:10, Rarity:COMMON>
}

NPC:41 {
<id:526, Amount:1, Rarity:ALWAYS>
<id:2138, Amount:1, Rarity:ALWAYS>
<id:1944, Amount:1, Rarity:COMMON>
<id:314, Amount:5-15, Rarity:COMMON>
}

NPC:46 {
<id:526, Amount:1, Rarity:ALWAYS>
}

NPC:47 {
<id:526, Amount:1, Rarity:ALWAYS>
}

NPC:49 {
<id:526, Amount:1, Rarity:ALWAYS>
}

NPC:50 {
<id:536, Amount:1, Rarity:ALWAYS>
<id:1747, Amount:1, Rarity:ALWAYS>
<id:1303, Amount:1, Rarity:COMMON>
<id:1369, Amount:1, Rarity:COMMON>
<id:1315, Amount:1, Rarity:COMMON>
<id:565, Amount:15-50, Rarity:COMMON>
<id:560, Amount:7-50, Rarity:COMMON>
<id:556, Amount:105, Rarity:COMMON>
<id:554, Amount:105, Rarity:COMMON>
<id:884, Amount:690, Rarity:COMMON>
<id:1725, Amount:1, Rarity:COMMON>
<id:1123, Amount:1, Rarity:COMMON>
<id:995, Amount:1, Rarity:COMMON>
<id:1515, Amount:100, Rarity:COMMON>
<id:9431, Amount:1, Rarity:COMMON>
<id:1317, Amount:1, Rarity:UNCOMMON>
<id:1357, Amount:1, Rarity:UNCOMMON>
<id:1361, Amount:1, Rarity:UNCOMMON>
<id:557, Amount:105, Rarity:UNCOMMON>
<id:563, Amount:15-45, Rarity:UNCOMMON>
<id:886, Amount:150, Rarity:UNCOMMON>
<id:9144, Amount:1-150, Rarity:UNCOMMON>
<id:441, Amount:100, Rarity:UNCOMMON>
<id:2361, Amount:1, Rarity:UNCOMMON>
<id:385, Amount:4, Rarity:UNCOMMON>
<id:1373, Amount:1, Rarity:RARE>
<id:1319, Amount:1, Rarity:RARE>
<id:561, Amount:20-150, Rarity:RARE>
<id:892, Amount:45, Rarity:RARE>
<id:1185, Amount:1, Rarity:RARE>
<id:526, Amount:1, Rarity:RARE>
<id:443, Amount:100, Rarity:RARE>
<id:2363, Amount:1, Rarity:RARE>
<id:407, Amount:1, Rarity:RARE>
<id:413, Amount:1, Rarity:RARE>
<id:1127, Amount:1, Rarity:VERY_RARE>
